Grade,Strand,Anchor Standard,Code,Benchmark
2,Writing,W7 Engage in inquiry-based learning and research processes to create texts and presentations for a variety of purposes and audiences.,2.2.7.1,Ask and answer on-topic questions to research background information using resources vetted by teacher.
2,Writing,W7 Engage in inquiry-based learning and research processes to create texts and presentations for a variety of purposes and audiences.,2.2.7.2,"Plan and conduct research from a variety of sources, vetted by teacher, and share findings in writing (e.g., search terms, choosing relevant sources)."
2,Writing,"W8 Media Literacy in Writing: Support writing with evidence from sources, correctly citing those sources, and demonstrating an understanding of the rights and obligations of using intellectual property.",2.2.8.1,"Demonstrate a basic understanding of and respect for the rights and obligations of using and sharing intellectual property and avoiding plagiarism (e.g., What work is yours? What work is someone else's?). *"
2,"Listening, Speaking, Viewing and Exchanging Ideas","LSVEI 1 Exchange ideas in discussion and collaboration, as listener, speaker and participant, A) including the voices and perspectives of Dakota and Anishinaabe people as well other perspectives, identities and cultures like and unlike their own, and B) expressing one's own ideas, stories and experiences.",2.3.1.1,"Exchange ideas in storytelling, discussion and collaboration, intentionally including and considering voices and perspectives of Dakota and Anishinaabe people and other perspectives.
a. Help create and follow agreed-upon norms for a discussion (e.g., speaker norms, listener norms, participation norms) respectful of culture.
b. Participate as a speaker and listener, building on and linking to the comments of others.
c. Express one's own ideas, stories and experiences.
d. Help to establish group member roles and timeline for work.
e. Identify and work toward a shared goal.
f. Follow sequence of a story or discussion or steps in a process."
2,"Listening, Speaking, Viewing and Exchanging Ideas","LSVEI 1 Exchange ideas in discussion and collaboration, as listener, speaker and participant, A) including the voices and perspectives of Dakota and Anishinaabe people as well other perspectives, identities and cultures like and unlike their own, and B) expressing one's own ideas, stories and experiences.",2.3.1.2,"Ask and answer questions about what a speaker says in order to clarify comprehension, gather additional information, or deepen understanding of a topic or issues."
2,"Listening, Speaking, Viewing and Exchanging Ideas","LSVEI 1 Exchange ideas in discussion and collaboration, as listener, speaker and participant, A) including the voices and perspectives of Dakota and Anishinaabe people as well other perspectives, identities and cultures like and unlike their own, and B) expressing one's own ideas, stories and experiences.",2.3.1.3,Demonstrate ability to receive and act on feedback from others and self-reflection. *
2,"Listening, Speaking, Viewing and Exchanging Ideas","LSVEI 2 Communicate with others, applying knowledge of vocabulary, language, structure and features of spoken language, considering audience and context.",2.3.2.1,"Demonstrate basic understanding and use of descriptive language and features of spoken language (including volume, intonation, phrasing, speed, pausing, stress, rhythm and gestures)."
2,"Listening, Speaking, Viewing and Exchanging Ideas","LSVEI 3 Media Literacy in Exchanging Ideas: Thoughtfully and safely access, analyze, and create written, oral and digital content applicable to task, purpose, audience and discipline.",2.3.3.1,"Create written, oral and digital content that communicates knowledge and ideas, including relevant facts and descriptive details, in a variety of presentation styles."
2,"Listening, Speaking, Viewing and Exchanging Ideas","LSVEI 3 Media Literacy in Exchanging Ideas: Thoughtfully and safely access, analyze, and create written, oral and digital content applicable to task, purpose, audience and discipline.",2.3.3.2,"Create and share work, choosing a digital tool from teacher-provided lists, and critique effectiveness of chosen tool regarding the task, purpose and audience (e.g., to create or integrate knowledge, to share experiences or information, to persuade, to entertain, or as artistic expression), demonstrating understanding of digital footprint. *"
3,Reading,"R1 Foundations of Reading: Demonstrate knowledge of oral language, phonological and phonemic awareness, phonics and morphology to read accurately and fluently.",3.1.1.2,"Know and apply grade-level phonics and word analysis skills in decoding words:
a. Identify, know the meaning of and read words with common prefixes and suffixes.
b. Decode multi-syllabic words.
c. Read grade-level irregularly spelled words, including high-frequency words, in and out of context, demonstrating both accuracy and automaticity."
3,Reading,"R1 Foundations of Reading: Demonstrate knowledge of oral language, phonological and phonemic awareness, phonics and morphology to read accurately and fluently.",3.1.1.3,"Read grade-level texts fluently with sufficient accuracy, rate and expression to support comprehension."
